complaint_id,text,category,priority,sentiment,resolution_time,cleaned_text
27399,Inquiry about pricing,Trade,Medium,-0.284088458053058,71,inquiry pricing
27400,Need bulk order details,Trade,Medium,0.1998619491530684,47,need bulk order detail
27401,Trade-related query,Trade,Medium,-0.8706381147885354,71,traderelated query
27402,Product malfunctioning,Product,Low,0.8393685093822034,43,product malfunctioning
27403,Defective item received,Product,Low,0.3516339388543141,21,defective item received
27404,Defective item received,Product,Low,0.6502718992302288,39,defective item received
27405,Product malfunctioning,Product,Medium,-0.7336736845757388,69,product malfunctioning
27406,Product malfunctioning,Product,High,0.0731337266680784,28,product malfunctioning
27407,Product stopped working,Product,High,-0.9674588428671532,62,product stopped working
27408,Damaged packaging,Packaging,Low,0.7295207846272014,58,damaged packaging
27409,Trade-related query,Trade,High,-0.9774833748616024,7,traderelated query
27410,Poor packaging quality,Packaging,Medium,0.866534415436264,13,poor packaging quality
27411,Poor packaging quality,Packaging,Low,-0.2386257588092175,12,poor packaging quality
27412,Damaged packaging,Packaging,Low,-0.1114976652444317,43,damaged packaging
27413,Inquiry about pricing,Trade,High,0.1296178367587996,19,inquiry pricing
27414,Inquiry about pricing,Trade,Medium,0.6522033909397826,23,inquiry pricing
27415,Need bulk order details,Trade,Low,-0.678831653087256,51,need bulk order detail
27416,Need bulk order details,Trade,Low,-0.0501853847242466,5,need bulk order detail
27417,Damaged packaging,Packaging,High,0.8284311396734989,69,damaged packaging
27418,Trade-related query,Trade,Low,-0.1308025079802393,41,traderelated query
27419,Trade-related query,Trade,Medium,-0.9192793772132382,14,traderelated query
27420,Defective item received,Product,High,0.2715513282675252,1,defective item received
27421,Damaged packaging,Packaging,High,-0.1997062147315342,17,damaged packaging
27422,Damaged packaging,Packaging,Medium,0.0921678246338435,37,damaged packaging
27423,Product malfunctioning,Product,Medium,-0.0426361498059351,66,product malfunctioning
27424,Need bulk order details,Trade,Low,-0.413342649445688,70,need bulk order detail
27425,Trade-related query,Trade,Medium,0.4392908642619206,17,traderelated query
27426,Poor packaging quality,Packaging,Medium,-0.0960114757821588,55,poor packaging quality
27427,Poor packaging quality,Packaging,Low,0.2675534872927851,44,poor packaging quality
27428,Need bulk order details,Trade,High,0.4980151519331952,55,need bulk order detail
27429,Trade-related query,Trade,Medium,0.3933288953566916,30,traderelated query
27430,Box was broken,Packaging,Medium,0.4135417313876788,47,box broken
27431,Need bulk order details,Trade,High,-0.5458361186762355,64,need bulk order detail
27432,Damaged packaging,Packaging,Medium,0.677632400677576,27,damaged packaging
27433,Inquiry about pricing,Trade,Low,-0.3012656455764568,49,inquiry pricing
27434,Defective item received,Product,High,0.3448728380881942,40,defective item received
27435,Trade-related query,Trade,Low,-0.3809879439250201,72,traderelated query
27436,Need bulk order details,Trade,Low,0.0031930923343348,3,need bulk order detail
27437,Product stopped working,Product,Low,-0.3301578965494489,16,product stopped working
27438,Damaged packaging,Packaging,Medium,-0.8100718667925078,20,damaged packaging
27439,Damaged packaging,Packaging,Medium,0.2403313508029325,37,damaged packaging
27440,Inquiry about pricing,Trade,High,-0.0459152396866544,23,inquiry pricing
27441,Box was broken,Packaging,High,0.4438202896439926,9,box broken
27442,Poor packaging quality,Packaging,Low,0.969294326799466,33,poor packaging quality
27443,Box was broken,Packaging,Low,0.4969015065724911,23,box broken
27444,Box was broken,Packaging,Medium,-0.7261618052712229,56,box broken
27445,Box was broken,Packaging,Low,0.2314518290876011,11,box broken
27446,Need bulk order details,Trade,Low,0.0727816428104051,47,need bulk order detail
27447,Need bulk order details,Trade,Medium,0.847204672622971,59,need bulk order detail
27448,Damaged packaging,Packaging,Medium,-0.9884402372693704,42,damaged packaging
27449,Box was broken,Packaging,Medium,0.4814341892962044,28,box broken
27450,Box was broken,Packaging,Low,0.481544598020627,5,box broken
27451,Poor packaging quality,Packaging,High,0.4744466570542591,65,poor packaging quality
27452,Trade-related query,Trade,Medium,-0.2708903140720144,22,traderelated query
27453,Poor packaging quality,Packaging,Low,-0.0143578166794235,7,poor packaging quality
27454,Need bulk order details,Trade,High,-0.5227145272798814,12,need bulk order detail
27455,Need bulk order details,Trade,High,-0.9810865722661422,36,need bulk order detail
27456,Need bulk order details,Trade,Medium,0.1888083092915751,34,need bulk order detail
27457,Need bulk order details,Trade,Medium,0.9779254095753788,56,need bulk order detail
27458,Box was broken,Packaging,Medium,0.4910250799935125,47,box broken
27459,Product stopped working,Product,Medium,-0.3617199055141986,1,product stopped working
27460,Product malfunctioning,Product,High,-0.4955003663149713,24,product malfunctioning
27461,Product malfunctioning,Product,High,0.6765442645216284,20,product malfunctioning
27462,Inquiry about pricing,Trade,Medium,0.6532645151785341,13,inquiry pricing
27463,Trade-related query,Trade,Low,-0.9208680641201245,31,traderelated query
27464,Product malfunctioning,Product,High,0.9572710858523984,50,product malfunctioning
27465,Poor packaging quality,Packaging,Low,-0.0005376152038554,58,poor packaging quality
27466,Product malfunctioning,Product,Low,0.208984107835731,20,product malfunctioning
27467,Inquiry about pricing,Trade,High,0.6311727600321402,53,inquiry pricing
27468,Damaged packaging,Packaging,Low,0.0272346363217754,25,damaged packaging
27469,Need bulk order details,Trade,Low,-0.517926416093381,66,need bulk order detail
27470,Need bulk order details,Trade,Medium,-0.6462104940556421,40,need bulk order detail
27471,Poor packaging quality,Packaging,Medium,0.6612713203375702,66,poor packaging quality
27472,Product malfunctioning,Product,Medium,0.7861943286772342,28,product malfunctioning
27473,Need bulk order details,Trade,Low,-0.1147584233264666,33,need bulk order detail
27474,Box was broken,Packaging,Medium,0.0860824398535629,36,box broken
27475,Trade-related query,Trade,Low,0.437941425524692,60,traderelated query
27476,Defective item received,Product,High,-0.026231789105297,27,defective item received
27477,Inquiry about pricing,Trade,High,0.1928513787255128,39,inquiry pricing
27478,Box was broken,Packaging,Medium,0.7953727507346464,52,box broken
27479,Defective item received,Product,Medium,0.5332218479970485,66,defective item received
27480,Defective item received,Product,High,-0.5276818314579954,16,defective item received
27481,Need bulk order details,Trade,High,0.6130811083984382,66,need bulk order detail
27482,Box was broken,Packaging,High,0.2700516106598885,19,box broken
27483,Product malfunctioning,Product,High,-0.7200948239466833,32,product malfunctioning
27484,Box was broken,Packaging,High,0.2781432490826532,68,box broken
27485,Poor packaging quality,Packaging,Low,0.7305657366647114,6,poor packaging quality
27486,Defective item received,Product,High,0.6397265944834627,22,defective item received
27487,Product stopped working,Product,Medium,-0.7816879416170026,26,product stopped working
27488,Need bulk order details,Trade,High,-0.5043854789449458,31,need bulk order detail
27489,Poor packaging quality,Packaging,Low,-0.6065431581635874,54,poor packaging quality
27490,Product malfunctioning,Product,Low,0.9135519099064832,13,product malfunctioning
27491,Defective item received,Product,Low,0.3062279115087936,65,defective item received
27492,Damaged packaging,Packaging,Low,0.5363010080177748,65,damaged packaging
27493,Trade-related query,Trade,Medium,-0.8440004095675502,59,traderelated query
27494,Defective item received,Product,High,-0.180687582925904,58,defective item received
27495,Damaged packaging,Packaging,High,0.3904967672649224,14,damaged packaging
27496,Trade-related query,Trade,Low,-0.9382136946591018,3,traderelated query
27497,Poor packaging quality,Packaging,Low,-0.4811364821574164,72,poor packaging quality
27498,Damaged packaging,Packaging,Medium,-0.1103128784347371,7,damaged packaging
27499,Damaged packaging,Packaging,Medium,-0.2458856510687128,42,damaged packaging
27500,Damaged packaging,Packaging,High,-0.7395498839757673,3,damaged packaging
27501,Product malfunctioning,Product,Low,0.3035600888168555,57,product malfunctioning
27502,Damaged packaging,Packaging,Low,-0.899645202372158,14,damaged packaging
27503,Damaged packaging,Packaging,Low,0.7072293806181043,21,damaged packaging
27504,Product stopped working,Product,High,-0.6745131452981032,71,product stopped working
27505,Product stopped working,Product,Medium,-0.5516156144635462,33,product stopped working
27506,Inquiry about pricing,Trade,Low,0.0660847586473127,50,inquiry pricing
27507,Product malfunctioning,Product,Medium,0.7958871974896722,46,product malfunctioning
27508,Inquiry about pricing,Trade,Low,0.9031366173278425,41,inquiry pricing
27509,Poor packaging quality,Packaging,Medium,-0.1759223114521866,5,poor packaging quality
27510,Damaged packaging,Packaging,Low,-0.0626001960499249,49,damaged packaging
27511,Defective item received,Product,High,0.358678558791254,48,defective item received
27512,Poor packaging quality,Packaging,Low,-0.111466870384526,31,poor packaging quality
27513,Need bulk order details,Trade,Medium,-0.0928244808702156,55,need bulk order detail
27514,Trade-related query,Trade,High,-0.5370842575450008,8,traderelated query
27515,Trade-related query,Trade,Medium,0.9340408363798858,34,traderelated query
27516,Poor packaging quality,Packaging,Low,-0.7337970108449257,67,poor packaging quality
27517,Damaged packaging,Packaging,Low,0.1108976531363916,35,damaged packaging
27518,Product malfunctioning,Product,Low,-0.2834732518503131,34,product malfunctioning
27519,Defective item received,Product,Low,0.414076162680455,67,defective item received
27520,Defective item received,Product,High,0.2911979678115992,72,defective item received
27521,Product malfunctioning,Product,High,0.1746765505979879,33,product malfunctioning
27522,Need bulk order details,Trade,Low,0.3537133294530172,66,need bulk order detail
27523,Product stopped working,Product,High,-0.9810634185984584,43,product stopped working
27524,Inquiry about pricing,Trade,Low,0.329556840937492,69,inquiry pricing
27525,Damaged packaging,Packaging,Low,0.8630509815942511,48,damaged packaging
27526,Trade-related query,Trade,Medium,0.6176939541903372,72,traderelated query
27527,Trade-related query,Trade,High,-0.2079154204458784,46,traderelated query
27528,Product malfunctioning,Product,High,-0.0844965007783278,6,product malfunctioning
27529,Damaged packaging,Packaging,Low,0.2776867950099984,27,damaged packaging
27530,Inquiry about pricing,Trade,Medium,-0.5383933144308624,27,inquiry pricing
27531,Need bulk order details,Trade,Low,0.4144181177959471,7,need bulk order detail
27532,Trade-related query,Trade,Low,0.1345755572673319,15,traderelated query
27533,Trade-related query,Trade,High,0.2634016373454473,60,traderelated query
27534,Defective item received,Product,Low,-0.2912022486146466,29,defective item received
27535,Product stopped working,Product,Medium,-0.2611018472939019,33,product stopped working
27536,Box was broken,Packaging,Medium,-0.8790209929409147,51,box broken
27537,Box was broken,Packaging,High,-0.9544409966282998,33,box broken
27538,Inquiry about pricing,Trade,Low,-0.3260753102070481,32,inquiry pricing
27539,Damaged packaging,Packaging,High,0.9152758680792444,72,damaged packaging
27540,Damaged packaging,Packaging,Medium,0.7944859746293276,26,damaged packaging
27541,Damaged packaging,Packaging,High,0.7463737251147249,51,damaged packaging
27542,Trade-related query,Trade,High,-0.8653048749185439,65,traderelated query
27543,Trade-related query,Trade,Medium,-0.9083564881868028,2,traderelated query
27544,Poor packaging quality,Packaging,High,-0.6066539461449321,20,poor packaging quality
27545,Defective item received,Product,Low,0.6500634135381769,55,defective item received
27546,Damaged packaging,Packaging,Low,-0.030184037056641,19,damaged packaging
27547,Need bulk order details,Trade,Medium,0.7341139048177605,63,need bulk order detail
27548,Product stopped working,Product,Low,0.4439659022479749,65,product stopped working
27549,Product malfunctioning,Product,High,-0.3928729071556947,38,product malfunctioning
27550,Box was broken,Packaging,High,-0.1838982601530649,42,box broken
27551,Trade-related query,Trade,Low,-0.6161649396461741,5,traderelated query
27552,Defective item received,Product,Medium,0.4492371084944631,70,defective item received
27553,Trade-related query,Trade,High,-0.5975724467135675,54,traderelated query
27554,Product stopped working,Product,Medium,0.0927931559203405,66,product stopped working
27555,Defective item received,Product,Medium,-0.6089935364244132,27,defective item received
27556,Poor packaging quality,Packaging,Low,-0.9549412891548524,45,poor packaging quality
27557,Box was broken,Packaging,Low,0.2679796408546977,52,box broken
27558,Poor packaging quality,Packaging,Medium,0.1076369788920224,20,poor packaging quality
27559,Trade-related query,Trade,Medium,0.2626323928689604,55,traderelated query
27560,Box was broken,Packaging,Medium,-0.3515962879496739,11,box broken
27561,Need bulk order details,Trade,Low,-0.7420624326257119,61,need bulk order detail
27562,Trade-related query,Trade,Low,-0.3796077073039445,10,traderelated query
27563,Product malfunctioning,Product,Medium,-0.696897352735445,46,product malfunctioning
27564,Product stopped working,Product,Low,-0.0288518307912217,2,product stopped working
27565,Inquiry about pricing,Trade,Low,0.7230177781550722,68,inquiry pricing
27566,Damaged packaging,Packaging,Low,0.5733053023331236,25,damaged packaging
27567,Need bulk order details,Trade,Medium,0.6990777653318847,58,need bulk order detail
27568,Inquiry about pricing,Trade,Low,-0.2029473542643438,49,inquiry pricing
27569,Trade-related query,Trade,High,-0.5063787550421597,39,traderelated query
27570,Trade-related query,Trade,Low,-0.4075448420066725,51,traderelated query
27571,Product malfunctioning,Product,Medium,-0.8655242342221197,8,product malfunctioning
27572,Box was broken,Packaging,High,0.811278514811363,46,box broken
27573,Poor packaging quality,Packaging,Medium,0.5904130668159864,9,poor packaging quality
27574,Defective item received,Product,Medium,-0.0295694420922267,10,defective item received
27575,Trade-related query,Trade,Low,0.488477535825417,30,traderelated query
27576,Defective item received,Product,High,-0.7204937372365512,1,defective item received
27577,Inquiry about pricing,Trade,High,-0.3346049352018425,12,inquiry pricing
27578,Trade-related query,Trade,High,0.7744693072576536,62,traderelated query
27579,Poor packaging quality,Packaging,Low,-0.8892174802638031,47,poor packaging quality
27580,Defective item received,Product,High,0.4742796349112996,70,defective item received
27581,Trade-related query,Trade,Medium,0.9631952967483772,36,traderelated query
27582,Inquiry about pricing,Trade,High,0.3012008822909919,28,inquiry pricing
27583,Product stopped working,Product,Low,-0.7147631847676579,19,product stopped working
27584,Need bulk order details,Trade,Medium,-0.3816250204370401,28,need bulk order detail
27585,Need bulk order details,Trade,High,0.090988403722112,44,need bulk order detail
27586,Need bulk order details,Trade,Medium,-0.2822762956714264,34,need bulk order detail
27587,Product malfunctioning,Product,Medium,-0.3295120830942388,11,product malfunctioning
27588,Trade-related query,Trade,Medium,-0.956581539015648,36,traderelated query
27589,Product stopped working,Product,Medium,-0.4091394187565764,54,product stopped working
27590,Product stopped working,Product,High,-0.6366661770167794,51,product stopped working
27591,Need bulk order details,Trade,Low,0.6344948840379563,40,need bulk order detail
27592,Box was broken,Packaging,Medium,0.3215353351224659,49,box broken
27593,Need bulk order details,Trade,High,-0.850304938062066,47,need bulk order detail
27594,Need bulk order details,Trade,Low,0.4671691184140474,65,need bulk order detail
27595,Box was broken,Packaging,Low,-0.7209228325742059,47,box broken
27596,Need bulk order details,Trade,High,-0.7361096903136037,70,need bulk order detail
27597,Damaged packaging,Packaging,Low,-0.9957648899038234,9,damaged packaging
27598,Product malfunctioning,Product,Low,0.4847155116658912,49,product malfunctioning
27599,Box was broken,Packaging,Medium,-0.3248426733311615,58,box broken
27600,Product malfunctioning,Product,Low,-0.9482168565237428,51,product malfunctioning
27601,Product malfunctioning,Product,Low,0.8519024527533516,6,product malfunctioning
27602,Defective item received,Product,High,0.2405219883885749,55,defective item received
27603,Box was broken,Packaging,High,0.3276321783163571,44,box broken
27604,Product malfunctioning,Product,Medium,-0.6494142464627513,69,product malfunctioning
27605,Trade-related query,Trade,Low,-0.2825133198889964,31,traderelated query
27606,Product malfunctioning,Product,Low,-0.1458680781932433,57,product malfunctioning
27607,Box was broken,Packaging,High,-0.728332363633355,36,box broken
27608,Product stopped working,Product,High,0.2539690358123156,45,product stopped working
27609,Defective item received,Product,High,0.5636193421170514,37,defective item received
27610,Poor packaging quality,Packaging,Low,0.7144662873022094,55,poor packaging quality
27611,Inquiry about pricing,Trade,Low,0.9971973290187768,58,inquiry pricing
27612,Defective item received,Product,Medium,-0.0630273197973716,20,defective item received
27613,Product stopped working,Product,High,0.6763426609327339,3,product stopped working
27614,Product malfunctioning,Product,Low,0.4718593494349519,42,product malfunctioning
27615,Inquiry about pricing,Trade,Medium,0.8089223693583243,18,inquiry pricing
27616,Product stopped working,Product,Low,0.2618116334483407,55,product stopped working
27617,Inquiry about pricing,Trade,Medium,-0.7637741331602341,52,inquiry pricing
27618,Damaged packaging,Packaging,Low,-0.7176776119126471,20,damaged packaging
27619,Poor packaging quality,Packaging,Low,0.7203488211403692,8,poor packaging quality
27620,Inquiry about pricing,Trade,High,-0.3366852932876998,35,inquiry pricing
27621,Poor packaging quality,Packaging,Low,-0.0264803342772055,3,poor packaging quality
27622,Box was broken,Packaging,Medium,-0.7256909888972647,38,box broken
27623,Need bulk order details,Trade,Medium,0.9592765552534616,23,need bulk order detail
27624,Inquiry about pricing,Trade,Low,-0.6207300428506153,7,inquiry pricing
27625,Product malfunctioning,Product,Medium,-0.0876615887094893,56,product malfunctioning
27626,Product stopped working,Product,Low,0.6477936127230304,4,product stopped working
27627,Trade-related query,Trade,Low,0.6468411274356904,51,traderelated query
27628,Need bulk order details,Trade,Medium,-0.0118773088207839,41,need bulk order detail
27629,Damaged packaging,Packaging,High,-0.794219057639012,71,damaged packaging
27630,Inquiry about pricing,Trade,Medium,0.5038417640118285,61,inquiry pricing
27631,Poor packaging quality,Packaging,High,0.5318552805618053,52,poor packaging quality
27632,Box was broken,Packaging,Low,-0.220243518582395,63,box broken
27633,Box was broken,Packaging,Low,-0.705305582321639,39,box broken
27634,Box was broken,Packaging,Medium,-0.7799247115314059,70,box broken
27635,Poor packaging quality,Packaging,Low,-0.3220346503325888,64,poor packaging quality
27636,Damaged packaging,Packaging,Medium,-0.4638327093322933,17,damaged packaging
27637,Trade-related query,Trade,Medium,-0.5878599056874099,52,traderelated query
27638,Trade-related query,Trade,Medium,0.5763720145623876,43,traderelated query
27639,Box was broken,Packaging,Low,-0.1341817411095776,37,box broken
27640,Defective item received,Product,Low,-0.717618254725666,8,defective item received
27641,Defective item received,Product,Low,-0.4456294056277392,55,defective item received
27642,Damaged packaging,Packaging,High,0.4202854993610445,48,damaged packaging
27643,Trade-related query,Trade,High,0.4317949183722989,31,traderelated query
27644,Inquiry about pricing,Trade,Medium,-0.4006781125955436,36,inquiry pricing
27645,Trade-related query,Trade,Medium,-0.944839153051634,58,traderelated query
27646,Inquiry about pricing,Trade,Medium,0.4002986097428553,43,inquiry pricing
27647,Box was broken,Packaging,Low,-0.2232842807720612,63,box broken
27648,Product stopped working,Product,Low,0.0420509920054845,15,product stopped working
27649,Product stopped working,Product,Low,0.2158892279656117,25,product stopped working
27650,Trade-related query,Trade,High,-0.8165408450760498,4,traderelated query
27651,Poor packaging quality,Packaging,Low,0.2734006306149779,54,poor packaging quality
27652,Damaged packaging,Packaging,High,0.5743055651344606,66,damaged packaging
27653,Inquiry about pricing,Trade,High,0.0573595907837343,33,inquiry pricing
27654,Inquiry about pricing,Trade,Medium,-0.0275052545390186,29,inquiry pricing
27655,Trade-related query,Trade,Low,0.0311334603776782,58,traderelated query
27656,Box was broken,Packaging,Medium,0.0509911309903599,27,box broken
27657,Inquiry about pricing,Trade,Low,0.8812737930780583,1,inquiry pricing
27658,Box was broken,Packaging,High,0.9191956551749594,12,box broken
27659,Defective item received,Product,Medium,-0.4833720446026834,19,defective item received
27660,Box was broken,Packaging,Medium,-0.3070159826754861,48,box broken
27661,Box was broken,Packaging,High,0.9291658849955422,67,box broken
27662,Inquiry about pricing,Trade,Medium,-0.7346060598189148,18,inquiry pricing
27663,Trade-related query,Trade,High,0.0094736429305781,42,traderelated query
27664,Poor packaging quality,Packaging,High,0.625288267998199,15,poor packaging quality
27665,Defective item received,Product,Medium,-0.6964505514047621,57,defective item received
27666,Inquiry about pricing,Trade,High,-0.4228773879660175,65,inquiry pricing
27667,Box was broken,Packaging,Medium,-0.1944080045305027,43,box broken
27668,Product stopped working,Product,Low,-0.6126527458695352,40,product stopped working
27669,Defective item received,Product,Medium,-0.5290769699011775,16,defective item received
27670,Inquiry about pricing,Trade,Low,0.3124503994882059,58,inquiry pricing
27671,Damaged packaging,Packaging,Low,0.1244959178426101,26,damaged packaging
27672,Product stopped working,Product,Low,-0.3681334420029103,22,product stopped working
27673,Product malfunctioning,Product,High,0.6347231861507288,31,product malfunctioning
27674,Box was broken,Packaging,Medium,0.3847429837788445,14,box broken
27675,Inquiry about pricing,Trade,Low,0.5671193060125257,6,inquiry pricing
27676,Defective item received,Product,Low,0.0148654385008317,33,defective item received
27677,Damaged packaging,Packaging,Medium,0.0902830428958636,1,damaged packaging
27678,Product stopped working,Product,Medium,-0.648386234800413,30,product stopped working
27679,Product malfunctioning,Product,High,-0.2818067671390387,47,product malfunctioning
27680,Need bulk order details,Trade,High,0.6667990784582558,35,need bulk order detail
27681,Trade-related query,Trade,Medium,0.8353347528266963,55,traderelated query
27682,Damaged packaging,Packaging,Low,-0.1244775886812967,43,damaged packaging
27683,Box was broken,Packaging,High,0.9022753972630204,26,box broken
27684,Poor packaging quality,Packaging,Medium,0.3909288281040635,61,poor packaging quality
27685,Defective item received,Product,High,-0.1644940890507737,60,defective item received
27686,Trade-related query,Trade,High,0.5125930439204673,43,traderelated query
27687,Damaged packaging,Packaging,Low,0.3205277249508538,55,damaged packaging
27688,Poor packaging quality,Packaging,Low,-0.1837147424134868,33,poor packaging quality
27689,Product stopped working,Product,High,-0.1229476642769811,47,product stopped working
27690,Box was broken,Packaging,High,-0.2808575899877199,45,box broken
27691,Need bulk order details,Trade,High,0.7870450390564461,52,need bulk order detail
27692,Damaged packaging,Packaging,High,0.8349321509614409,71,damaged packaging
27693,Box was broken,Packaging,High,-0.7842064939376603,62,box broken
27694,Inquiry about pricing,Trade,Medium,-0.6680923006192823,52,inquiry pricing
27695,Need bulk order details,Trade,Medium,0.4668073575504958,30,need bulk order detail
27696,Inquiry about pricing,Trade,Medium,-0.8168783490441915,37,inquiry pricing
27697,Poor packaging quality,Packaging,Medium,-0.5119772863717276,63,poor packaging quality
27698,Defective item received,Product,Medium,0.0549271378524314,71,defective item received
27699,Box was broken,Packaging,Low,-0.106500723273138,57,box broken
27700,Trade-related query,Trade,High,-0.0788848700858466,52,traderelated query
27701,Box was broken,Packaging,Low,0.590461363419069,69,box broken
27702,Poor packaging quality,Packaging,High,0.1283959587908558,23,poor packaging quality
27703,Damaged packaging,Packaging,Medium,-0.7207698718803166,47,damaged packaging
27704,Product malfunctioning,Product,Low,-0.3025924261707575,9,product malfunctioning
27705,Box was broken,Packaging,High,0.9747900583177868,5,box broken
27706,Damaged packaging,Packaging,High,0.3965257015982339,28,damaged packaging
27707,Poor packaging quality,Packaging,High,0.6418662402995705,56,poor packaging quality
27708,Product malfunctioning,Product,Low,-0.5588182870158032,50,product malfunctioning
27709,Damaged packaging,Packaging,High,-0.4439094626979862,16,damaged packaging
27710,Poor packaging quality,Packaging,Low,-0.3985494919949921,63,poor packaging quality
27711,Need bulk order details,Trade,Low,-0.4585256179033403,12,need bulk order detail
27712,Need bulk order details,Trade,High,0.2723787101293702,33,need bulk order detail
27713,Defective item received,Product,Low,-0.2579146029260262,43,defective item received
27714,Poor packaging quality,Packaging,Medium,-0.0250314397448172,59,poor packaging quality
27715,Damaged packaging,Packaging,Low,0.279627519175901,38,damaged packaging
27716,Box was broken,Packaging,Medium,-0.2600564552226387,12,box broken
27717,Need bulk order details,Trade,Medium,-0.28559196970002,44,need bulk order detail
27718,Damaged packaging,Packaging,Medium,0.1664040537703954,47,damaged packaging
27719,Damaged packaging,Packaging,High,0.8646122933194014,33,damaged packaging
27720,Box was broken,Packaging,Medium,-0.0954729080139247,61,box broken
27721,Defective item received,Product,Medium,-0.7258679404274591,23,defective item received
27722,Poor packaging quality,Packaging,High,-0.9961945905315508,15,poor packaging quality
27723,Product malfunctioning,Product,High,0.0508631886747794,64,product malfunctioning
27724,Poor packaging quality,Packaging,Medium,0.7482047626228359,42,poor packaging quality
27725,Box was broken,Packaging,Medium,-0.9314232941047216,38,box broken
27726,Damaged packaging,Packaging,Low,0.8010576314281852,25,damaged packaging
27727,Defective item received,Product,Medium,0.9813371542335814,65,defective item received
27728,Trade-related query,Trade,Medium,0.6982936055627784,36,traderelated query
27729,Need bulk order details,Trade,High,-0.758064947213932,36,need bulk order detail
27730,Box was broken,Packaging,Medium,0.832972166249712,31,box broken
27731,Need bulk order details,Trade,Medium,-0.5265355106403087,60,need bulk order detail
27732,Box was broken,Packaging,Medium,0.1868206176967692,66,box broken
27733,Box was broken,Packaging,Medium,0.5184791717435904,2,box broken
27734,Product malfunctioning,Product,Medium,0.1095186261591396,18,product malfunctioning
27735,Inquiry about pricing,Trade,High,0.8977831618048406,25,inquiry pricing
27736,Damaged packaging,Packaging,Medium,0.9456203109512338,24,damaged packaging
27737,Inquiry about pricing,Trade,Medium,-0.1339968547906045,31,inquiry pricing
27738,Trade-related query,Trade,Low,-0.9511047377595918,62,traderelated query
27739,Damaged packaging,Packaging,Low,-0.2098452505629437,5,damaged packaging
27740,Product malfunctioning,Product,Low,0.5479763951806005,27,product malfunctioning
27741,Trade-related query,Trade,Low,-0.3212238195281001,39,traderelated query
27742,Trade-related query,Trade,Low,-0.369225302435723,70,traderelated query
27743,Inquiry about pricing,Trade,Low,0.3042796365402676,38,inquiry pricing
27744,Defective item received,Product,High,0.7643483594419938,12,defective item received
27745,Product malfunctioning,Product,High,0.3707305826072968,11,product malfunctioning
27746,Need bulk order details,Trade,Low,0.9819144265017185,7,need bulk order detail
27747,Need bulk order details,Trade,Medium,0.4880320914835547,59,need bulk order detail
27748,Box was broken,Packaging,Medium,0.4530634225226049,6,box broken
27749,Defective item received,Product,Medium,0.903870126075252,43,defective item received
27750,Box was broken,Packaging,High,0.2889364123315165,52,box broken
27751,Defective item received,Product,High,-0.7870590160345856,68,defective item received
27752,Defective item received,Product,Low,0.911490477976802,41,defective item received
27753,Inquiry about pricing,Trade,High,0.7581974119441286,9,inquiry pricing
27754,Poor packaging quality,Packaging,Medium,-0.0567103647636979,11,poor packaging quality
27755,Need bulk order details,Trade,Medium,-0.8018107202346632,51,need bulk order detail
27756,Defective item received,Product,Low,-0.4104052404595257,57,defective item received
27757,Need bulk order details,Trade,Low,0.8405604785601466,35,need bulk order detail
27758,Need bulk order details,Trade,High,-0.7324069427972526,59,need bulk order detail
27759,Trade-related query,Trade,High,0.8033299243493324,31,traderelated query
27760,Trade-related query,Trade,Low,0.543682475511911,54,traderelated query
27761,Damaged packaging,Packaging,Low,-0.585154338877891,28,damaged packaging
27762,Box was broken,Packaging,Low,-0.7301777537173049,22,box broken
27763,Box was broken,Packaging,Medium,-0.7220160989147306,2,box broken
27764,Defective item received,Product,High,-0.4852619126536313,38,defective item received
27765,Poor packaging quality,Packaging,Medium,-0.3746726258760209,69,poor packaging quality
27766,Need bulk order details,Trade,Low,-0.7025840051327095,9,need bulk order detail
27767,Trade-related query,Trade,High,0.4285806119042934,15,traderelated query
27768,Damaged packaging,Packaging,Low,-0.3241317011358506,44,damaged packaging
27769,Need bulk order details,Trade,Low,0.2882507370621627,32,need bulk order detail
27770,Defective item received,Product,Low,-0.9496270128938809,2,defective item received
27771,Defective item received,Product,Low,-0.6407291892004534,35,defective item received
27772,Inquiry about pricing,Trade,Low,0.5633535066086406,25,inquiry pricing
27773,Need bulk order details,Trade,High,-0.3224302600201547,54,need bulk order detail
27774,Product stopped working,Product,Medium,0.034142704055059,64,product stopped working
27775,Trade-related query,Trade,High,-0.8213360688693903,38,traderelated query
27776,Product stopped working,Product,Medium,-0.848995858390025,53,product stopped working
27777,Poor packaging quality,Packaging,High,-0.4037843201615201,52,poor packaging quality
27778,Need bulk order details,Trade,Low,0.1462285037764388,43,need bulk order detail
27779,Product malfunctioning,Product,High,-0.0551550122540334,38,product malfunctioning
27780,Need bulk order details,Trade,Low,0.8188172019702609,35,need bulk order detail
27781,Product stopped working,Product,Medium,-0.5498513400963021,61,product stopped working
27782,Product stopped working,Product,Low,-0.1350176405150447,58,product stopped working
27783,Poor packaging quality,Packaging,Medium,0.6891124508543749,59,poor packaging quality
27784,Box was broken,Packaging,High,-0.124366122249375,38,box broken
27785,Inquiry about pricing,Trade,High,0.7826896218487069,20,inquiry pricing
27786,Trade-related query,Trade,High,0.961305446244746,35,traderelated query
27787,Product malfunctioning,Product,Low,0.9398578369595784,37,product malfunctioning
